# This file is generated by MACS version 2.1.2
# Command line: callpeak -t CHNM36.bam.sorted.bam -c CHNM35.bam.sorted.bam -f BAM -n RUNX1ChIP_MCF10AOEq0.05 -g hs -B -q 0.05
# ARGUMENTS LIST:
# name = RUNX1ChIP_MCF10AOEq0.05
# format = BAM
# ChIP-seq file = ['CHNM36.bam.sorted.bam']
# control file = ['CHNM35.bam.sorted.bam']
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# The maximum gap between significant sites is assigned as the read length/tag size.
# The minimum length of peaks is assigned as the predicted fragment length "d".
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 54 bps
# total tags in treatment: 89501295
# tags after filtering in treatment: 80338845
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.10
# total tags in control: 94686274
# tags after filtering in control: 87410774
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.08
# d = 74
# alternative fragment length(s) may be 74 bps
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr1	22485005	22485206	202	22485116	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_201
chr1	22712548	22712768	221	22712654	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_202
chr1	22808403	22808541	139	22808515	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_203
chr1	22814609	22814804	196	22814666	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_204
chr1	22848487	22848667	181	22848538	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_205
chr1	22861857	22862018	162	22861897	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_206
chr1	23100349	23100586	238	23100456	36.00	30.20808	10.94526	25.15002	RUNX1ChIP_MCF10AOEq0.05_peak_207
chr1	23167502	23167920	419	23167740	46.00	44.23726	14.67888	38.59788	RUNX1ChIP_MCF10AOEq0.05_peak_208
chr1	23197002	23197164	163	23197095	21.00	10.13314	4.70449	6.37735	RUNX1ChIP_MCF10AOEq0.05_peak_209
chr1	23369520	23369673	154	23369625	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_210
chr1	23452058	23452278	221	23452121	21.00	8.37956	3.93175	4.79183	RUNX1ChIP_MCF10AOEq0.05_peak_211
chr1	23456278	23456510	233	23456413	30.00	22.54783	8.81563	17.91170	RUNX1ChIP_MCF10AOEq0.05_peak_212
chr1	23473043	23473216	174	23473081	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_213
chr1	23475806	23475948	143	23475879	25.00	18.22759	7.91419	13.87020	RUNX1ChIP_MCF10AOEq0.05_peak_214
chr1	23477395	23477524	130	23477461	15.00	8.69042	4.97323	5.08481	RUNX1ChIP_MCF10AOEq0.05_peak_215
chr1	23589025	23589153	129	23589091	17.00	8.61547	4.58650	5.01241	RUNX1ChIP_MCF10AOEq0.05_peak_216
chr1	23865548	23865803	256	23865667	29.00	14.48025	5.36147	10.35575	RUNX1ChIP_MCF10AOEq0.05_peak_217
chr1	23904795	23905047	253	23904952	20.00	12.11693	5.85856	8.19917	RUNX1ChIP_MCF10AOEq0.05_peak_218
chr1	24003520	24003625	106	24003564	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_219
chr1	24203523	24203748	226	24203637	29.00	23.06420	9.36950	18.38708	RUNX1ChIP_MCF10AOEq0.05_peak_220
chr1	24266529	24266753	225	24266668	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_221
chr1	24283387	24283595	209	24283532	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_222
chr1	24299952	24300034	83	24299984	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_223
chr1	24321743	24322064	322	24321815	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_224
chr1	24322225	24322507	283	24322419	37.00	32.62343	11.86803	27.45379	RUNX1ChIP_MCF10AOEq0.05_peak_225
chr1	24416932	24417041	110	24416981	15.00	8.67190	4.96274	5.06655	RUNX1ChIP_MCF10AOEq0.05_peak_226
chr1	24641647	24641739	93	24641707	16.00	7.96808	4.40809	4.40618	RUNX1ChIP_MCF10AOEq0.05_peak_227
chr1	24872653	24872882	230	24872713	21.00	8.37956	3.93175	4.79183	RUNX1ChIP_MCF10AOEq0.05_peak_228
chr1	25063877	25064008	132	25063920	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_229
chr1	25066255	25066499	245	25066368	25.00	18.61243	8.12023	14.20591	RUNX1ChIP_MCF10AOEq0.05_peak_230
chr1	25081544	25081708	165	25081640	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_231
chr1	25095734	25095900	167	25095850	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_232
chr1	25549647	25549945	299	25549904	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_233
chr1	25616052	25616195	144	25616061	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_234
chr1	25730797	25731082	286	25730936	44.00	32.19441	9.62282	27.05523	RUNX1ChIP_MCF10AOEq0.05_peak_235
chr1	25898203	25898475	273	25898357	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_236
chr1	25998314	25998468	155	25998418	15.00	8.09478	4.63974	4.52977	RUNX1ChIP_MCF10AOEq0.05_peak_237
chr1	26130904	26131119	216	26130977	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_238
chr1	26181752	26181865	114	26181768	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_239
chr1	26540520	26540664	145	26540624	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_240
chr1	26693085	26693166	82	26693119	16.00	9.30690	5.13216	5.63374	RUNX1ChIP_MCF10AOEq0.05_peak_241
chr1	26734096	26734275	180	26734165	27.00	18.30489	7.45219	13.93575	RUNX1ChIP_MCF10AOEq0.05_peak_242
chr1	26787023	26787133	111	26787061	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_243
chr1	26787303	26787601	299	26787536	25.00	11.30042	4.64661	7.45746	RUNX1ChIP_MCF10AOEq0.05_peak_244
chr1	26962047	26962187	141	26962157	16.00	7.67987	4.25790	4.17396	RUNX1ChIP_MCF10AOEq0.05_peak_245
chr1	26993658	26993843	186	26993780	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_246
chr1	27126292	27126435	144	27126364	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_247
chr1	27142131	27142210	80	27142164	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_248
chr1	27522333	27522613	281	27522487	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_249
chr1	27538919	27539009	91	27538950	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_250
chr1	27595429	27595631	203	27595581	18.00	11.11901	5.73595	7.28129	RUNX1ChIP_MCF10AOEq0.05_peak_251
chr1	27966937	27967053	117	27966968	15.00	7.18878	4.14879	3.71212	RUNX1ChIP_MCF10AOEq0.05_peak_252
chr1	27968760	27968931	172	27968869	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_253
chr1	28196012	28196085	74	28196057	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_254
chr1	28197028	28197263	236	28197165	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_255
chr1	28366064	28366151	88	28366105	17.00	9.44303	5.02163	5.76101	RUNX1ChIP_MCF10AOEq0.05_peak_256
chr1	28392032	28392112	81	28392067	16.00	9.49962	5.23975	5.81439	RUNX1ChIP_MCF10AOEq0.05_peak_257
chr1	28519117	28519309	193	28519187	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_258
chr1	28535379	28535557	179	28535429	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_259
chr1	28541077	28541191	115	28541119	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_260
chr1	28594600	28594709	110	28594694	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_261
chr1	28826174	28826275	102	28826222	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_262
chr1	29239303	29239514	212	29239366	29.00	23.06420	9.36950	18.38708	RUNX1ChIP_MCF10AOEq0.05_peak_263
chr1	29249261	29249411	151	29249327	15.00	8.09478	4.63974	4.52977	RUNX1ChIP_MCF10AOEq0.05_peak_264
chr1	29717550	29717641	92	29717584	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_265
chr1	29719244	29719419	176	29719363	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_266
chr1	30043854	30043977	124	30043907	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_267
chr1	30205602	30205699	98	30205655	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_268
chr1	30378987	30379073	87	30379028	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_269
chr1	30732668	30733016	349	30732785	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_270
chr1	30756604	30757004	401	30756760	23.00	11.75065	5.13217	7.84452	RUNX1ChIP_MCF10AOEq0.05_peak_271
chr1	30823267	30823572	306	30823427	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_272
chr1	30823993	30824216	224	30824176	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_273
chr1	30857744	30857817	74	30857769	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_274
chr1	30869101	30869414	314	30869279	37.00	32.62343	11.86803	27.45379	RUNX1ChIP_MCF10AOEq0.05_peak_275
chr1	30923721	30923874	154	30923831	18.00	6.38496	3.39560	3.00720	RUNX1ChIP_MCF10AOEq0.05_peak_276
chr1	31102559	31102704	146	31102573	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_277
chr1	31111405	31111478	74	31111477	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_278
chr1	31299628	31299750	123	31299691	19.00	10.44685	5.18598	6.68013	RUNX1ChIP_MCF10AOEq0.05_peak_279
chr1	31400628	31400831	204	31400669	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_280
chr1	31431917	31432009	93	31431967	50.00	15.07233	3.67771	10.93441	RUNX1ChIP_MCF10AOEq0.05_peak_281
chr1	31627393	31627705	313	31627531	39.00	31.45966	10.64598	26.33452	RUNX1ChIP_MCF10AOEq0.05_peak_282
chr1	31628103	31628402	300	31628299	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_283
chr1	31638459	31638570	112	31638483	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_284
chr1	31702159	31702473	315	31702285	22.00	9.08331	4.11046	5.41873	RUNX1ChIP_MCF10AOEq0.05_peak_285
chr1	31939608	31939906	299	31939843	24.00	15.95840	6.97448	11.75248	RUNX1ChIP_MCF10AOEq0.05_peak_286
chr1	32014815	32014995	181	32014927	19.00	8.59162	4.27681	4.99156	RUNX1ChIP_MCF10AOEq0.05_peak_287
chr1	32133623	32133734	112	32133694	23.00	9.80517	4.28918	6.07545	RUNX1ChIP_MCF10AOEq0.05_peak_288
chr1	32446512	32446623	112	32446542	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_289
chr1	32448077	32448240	164	32448197	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_290
chr1	32525108	32525357	250	32525207	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_291
chr1	32760263	32760369	107	32760311	16.00	9.49962	5.23975	5.81439	RUNX1ChIP_MCF10AOEq0.05_peak_292
chr1	32801263	32801404	142	32801274	19.00	8.59162	4.27681	4.99156	RUNX1ChIP_MCF10AOEq0.05_peak_293
chr1	32992575	32992994	420	32992790	33.00	27.06640	10.26432	22.17955	RUNX1ChIP_MCF10AOEq0.05_peak_294
chr1	33049476	33049676	201	33049543	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_295
chr1	33098461	33098701	241	33098572	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_296
chr1	33099244	33099535	292	33099385	19.00	7.02952	3.57432	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_297
chr1	33099644	33099830	187	33099780	22.00	9.08331	4.11046	5.41873	RUNX1ChIP_MCF10AOEq0.05_peak_298
chr1	33137537	33137791	255	33137656	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_299
chr1	33220742	33220947	206	33220855	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_300
chr1	33221144	33221366	223	33221229	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_301
chr1	33327999	33328318	320	33328066	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_302
chr1	33338887	33339074	188	33338924	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_303
chr1	33433954	33434079	126	33434009	16.00	8.11836	4.48722	4.55213	RUNX1ChIP_MCF10AOEq0.05_peak_304
chr1	33455909	33455982	74	33455961	14.00	6.69831	4.03169	3.28862	RUNX1ChIP_MCF10AOEq0.05_peak_305
chr1	34844311	34844440	130	34844372	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_306
chr1	35076365	35076637	273	35076571	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_307
chr1	35268632	35268802	171	35268699	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_308
chr1	35468361	35468519	159	35468420	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_309
chr1	36165797	36165993	197	36165864	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_310
chr1	36353032	36353207	176	36353084	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_311
chr1	36436872	36437069	198	36436988	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_312
chr1	36464425	36464510	86	36464448	15.00	8.09478	4.63974	4.52977	RUNX1ChIP_MCF10AOEq0.05_peak_313
chr1	36487062	36487163	102	36487121	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_314
chr1	37461773	37461881	109	37461812	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_315
chr1	37479730	37479874	145	37479760	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_316
chr1	37673902	37674271	370	37674027	51.00	46.17589	13.83978	40.48084	RUNX1ChIP_MCF10AOEq0.05_peak_317
chr1	37723669	37723742	74	37723738	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_318
chr1	37795908	37795984	77	37795964	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_319
chr1	37798082	37798171	90	37798122	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_320
chr1	38132877	38132964	88	38132921	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_321
chr1	38138881	38138972	92	38138899	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_322
chr1	38198268	38198427	160	38198354	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_323
chr1	38712218	38712444	227	38712323	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_324
chr1	39318138	39318360	223	39318236	17.00	9.62373	5.11875	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_325
chr1	39508858	39509233	376	39509036	40.00	36.40280	12.80498	31.06426	RUNX1ChIP_MCF10AOEq0.05_peak_326
chr1	39509587	39509750	164	39509645	20.00	12.33212	5.97188	8.40806	RUNX1ChIP_MCF10AOEq0.05_peak_327
chr1	39776456	39776565	110	39776518	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_328
chr1	39800601	39800792	192	39800669	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_329
chr1	39927585	39927785	201	39927708	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_330
chr1	39934286	39934586	301	39934356	22.00	14.00105	6.41652	9.93730	RUNX1ChIP_MCF10AOEq0.05_peak_331
chr1	40039923	40040068	146	40039939	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_332
chr1	40450266	40450348	83	40450309	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_333
chr1	40583583	40583682	100	40583636	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_334
chr1	40881216	40881405	190	40881339	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_335
chr1	41353840	41354065	226	41353912	28.00	20.69508	8.40953	16.18204	RUNX1ChIP_MCF10AOEq0.05_peak_336
chr1	41482557	41482799	243	41482613	20.00	13.26336	6.47263	9.26673	RUNX1ChIP_MCF10AOEq0.05_peak_337
chr1	41495044	41495208	165	41495103	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_338
chr1	41504372	41504482	111	41504417	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_339
chr1	41678369	41678878	510	41678639	37.00	21.49149	6.79120	16.91931	RUNX1ChIP_MCF10AOEq0.05_peak_340
chr1	41701053	41701333	281	41701231	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_341
chr1	41955559	41955660	102	41955632	11.00	5.36077	3.69865	2.13816	RUNX1ChIP_MCF10AOEq0.05_peak_342
chr1	42161979	42162554	576	42162268	38.00	31.74334	11.09063	26.61434	RUNX1ChIP_MCF10AOEq0.05_peak_343
chr1	42241491	42241795	305	42241612	23.00	15.22067	6.82500	11.07486	RUNX1ChIP_MCF10AOEq0.05_peak_344
chr1	42312775	42313118	344	42312958	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_345
chr1	42890513	42890641	129	42890599	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_346
chr1	42936601	42936760	160	42936635	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_347
chr1	42937310	42937388	79	42937330	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_348
chr1	42941002	42941109	108	42941086	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_349
chr1	43285754	43285871	118	43285803	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_350
chr1	43360750	43360854	105	43360817	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_351
chr1	43929684	43929879	196	43929812	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_352
chr1	44113235	44113348	114	44113251	14.00	7.12402	4.26563	3.65580	RUNX1ChIP_MCF10AOEq0.05_peak_353
chr1	44213356	44213471	116	44213393	14.00	6.97769	4.18469	3.55589	RUNX1ChIP_MCF10AOEq0.05_peak_354
chr1	44628898	44628976	79	44628936	13.00	6.48283	4.05977	3.09328	RUNX1ChIP_MCF10AOEq0.05_peak_355
chr1	44721726	44721865	140	44721755	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_356
chr1	44775484	44775651	168	44775558	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_357
chr1	44870238	44870334	97	44870286	18.00	11.33745	5.85619	7.49158	RUNX1ChIP_MCF10AOEq0.05_peak_358
chr1	45337930	45338209	280	45338021	33.00	27.74328	10.61876	22.81709	RUNX1ChIP_MCF10AOEq0.05_peak_359
chr1	45522085	45522195	111	45522152	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_360
chr1	46342238	46342425	188	46342325	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_361
chr1	46481223	46481296	74	46481274	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_362
chr1	46522358	46522584	227	46522396	18.00	10.12626	5.20190	6.37636	RUNX1ChIP_MCF10AOEq0.05_peak_363
chr1	46522673	46522759	87	46522693	14.00	7.75966	4.62331	4.24746	RUNX1ChIP_MCF10AOEq0.05_peak_364
chr1	46749451	46749638	188	46749502	18.00	9.94521	5.10681	6.20005	RUNX1ChIP_MCF10AOEq0.05_peak_365
chr1	46757287	46757434	148	46757387	16.00	9.51926	5.25075	5.83353	RUNX1ChIP_MCF10AOEq0.05_peak_366
chr1	46757584	46757857	274	46757797	21.00	14.30924	6.80940	10.23276	RUNX1ChIP_MCF10AOEq0.05_peak_367
chr1	46772541	46772740	200	46772705	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_368
chr1	46806810	46806920	111	46806892	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_369
chr1	46944574	46944679	106	46944612	20.00	9.08430	4.36706	5.41960	RUNX1ChIP_MCF10AOEq0.05_peak_370
chr1	47031275	47031397	123	47031330	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_371
chr1	47107840	47107922	83	47107872	14.00	7.12402	4.26563	3.65580	RUNX1ChIP_MCF10AOEq0.05_peak_372
chr1	47727706	47727949	244	47727844	28.00	20.37847	8.24688	15.87477	RUNX1ChIP_MCF10AOEq0.05_peak_373
chr1	47728447	47728647	201	47728512	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_374
chr1	47826007	47826119	113	47826080	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_375
chr1	47859159	47859483	325	47859283	44.00	41.58709	14.05424	36.03931	RUNX1ChIP_MCF10AOEq0.05_peak_376
chr1	47914318	47914544	227	47914404	31.00	22.34094	8.44654	17.72058	RUNX1ChIP_MCF10AOEq0.05_peak_377
chr1	47918771	47918947	177	47918900	22.00	9.08331	4.11046	5.41873	RUNX1ChIP_MCF10AOEq0.05_peak_378
chr1	48026442	48026515	74	48026463	16.00	7.54156	4.18659	4.04214	RUNX1ChIP_MCF10AOEq0.05_peak_379
chr1	48094317	48094501	185	48094424	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_380
chr1	48115134	48115475	342	48115351	53.00	48.75246	14.37208	42.97355	RUNX1ChIP_MCF10AOEq0.05_peak_381
chr1	48202008	48202125	118	48202090	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_382
chr1	48617334	48617528	195	48617475	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_383
chr1	50289594	50289671	78	50289647	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_384
chr1	50492275	50492381	107	50492308	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_385
chr1	51066575	51066711	137	51066609	15.00	8.26298	4.73309	4.68057	RUNX1ChIP_MCF10AOEq0.05_peak_386
chr1	51168391	51168700	310	51168571	36.00	29.78411	10.72939	24.76526	RUNX1ChIP_MCF10AOEq0.05_peak_387
chr1	51201073	51201161	89	51201107	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_388
chr1	51316772	51317058	287	51317009	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_389
chr1	51325174	51325247	74	51325179	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_390
chr1	51484650	51484856	207	51484784	18.00	6.38496	3.39560	3.00720	RUNX1ChIP_MCF10AOEq0.05_peak_391
chr1	51567783	51567890	108	51567843	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_392
chr1	52055710	52055902	193	52055755	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_393
chr1	52056963	52057071	109	52056980	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_394
chr1	52142460	52142543	84	52142497	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_395
chr1	52637593	52637666	74	52637614	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_396
chr1	52658974	52659069	96	52659009	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_397
chr1	52706282	52706562	281	52706438	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_398
chr1	52726434	52726563	130	52726518	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_399
chr1	52916783	52916911	129	52916850	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_400
chr1	52919480	52919553	74	52919532	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_401
chr1	53091830	53092004	175	53091894	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_402
chr1	53330939	53331121	183	53331050	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_403
chr1	53550479	53550785	307	53550661	34.00	21.77451	7.48442	17.19262	RUNX1ChIP_MCF10AOEq0.05_peak_404
chr1	53552378	53552692	315	53552529	34.00	28.94536	10.93108	23.95658	RUNX1ChIP_MCF10AOEq0.05_peak_405
chr1	53919475	53919562	88	53919518	18.00	10.50492	5.40313	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_406
chr1	54245661	54245864	204	54245804	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_407
chr1	54250211	54250542	332	54250410	37.00	32.62343	11.86803	27.45379	RUNX1ChIP_MCF10AOEq0.05_peak_408
chr1	54253554	54253757	204	54253660	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_409
